"ADNC","Audience, Inc.",4.00,3.89,+0.13,"11/7/2014","4:00pm"
"AUDC","AudioCodes Ltd.",4.97,4.95,0.00,"11/7/2014","4:00pm"
"AUPH","Aurinia Pharmaceu",3.67,N/A,0.00,"11/6/2014","3:59pm"
"EARS","Auris Medical Hol",4.61,4.54,-0.06,"11/7/2014","3:59pm"
"ASPX","Auspex Pharmaceut",27.72,27.86,+0.14,"11/7/2014","3:59pm"
"ADAT","Authentidate Hold",0.86,0.89,-0.03,"11/7/2014","3:59pm"
"ABTL","Autobytel Inc.",9.90,10.04,-0.16,"11/7/2014","4:00pm"
"ADSK","Autodesk, Inc.",59.42,59.29,+0.22,"11/7/2014","4:00pm"
"ADP","Automatic Data Pr",84.375,84.87,-0.37,"11/7/2014","4:00pm"
"AUXL","Auxilium Pharmace",32.75,33.00,-0.52,"11/7/2014","4:00pm"
"AVGO","Avago Technologie",85.04,87.84,-2.59,"11/7/2014","4:00pm"
"AAVL","Avalanche Biotech",35.00,34.60,+0.25,"11/7/2014","4:00pm"
"AVNR","Avanir Pharmaceut",13.02,12.42,-0.19,"11/7/2014","4:00pm"
"AVEO","AVEO Pharmaceutic",0.8862,0.90,-0.0038,"11/7/2014","4:00pm"
"AVNW","Aviat Networks, I",1.36,1.40,-0.01,"11/7/2014","4:00pm"
"CAR","Avis Budget Group",57.67,57.68,+0.20,"11/7/2014","4:00pm"
"AWRE","Aware, Inc.",4.29,4.28,+0.01,"11/7/2014","3:47pm"
"ACLS","Axcelis Technolog",2.13,2.12,-0.01,"11/7/2014","4:00pm"
"AXPW","Axion Power Inter",1.44,1.48,+0.08,"11/7/2014","4:00pm"
"AXPWW","Axion Power Inter",0.50,N/A,0.00,"11/5/2014","12:08pm"
"AXGN","AxoGen, Inc.",2.8699,2.93,+0.0099,"11/7/2014","3:59pm"
"AXTI","AXT Inc",2.37,2.40,-0.01,"11/7/2014","4:00pm"
"BCOM","B Communications ",19.35,19.35,-0.0105,"11/7/2014","9:30am"
